"VteID";"DtVte";"Canal";"StatutCde";"ProdID";"Qt";"TxRem";"MttBrutTTC";"MttTTcNet";"CstLigne";"MagID";"VndID";"CustNo"
"V000207";"16-01-2024";"Web";"Livree";"P0010";"3";"0,00";"2865,00";"2865,00";"1538,82";"M02";"V04";"C0121"
"V000208";"16-01-2024";"web";"Livree";"P0012";"2";"0,00";"2020,00";"2020,00";"1177,08";"M23";"V55";"C0153"
"V000209";"16-01-2024";"Magasin";"LIVREE";"P0010";"3";"0,00";"2865,00";"2865,00";"1538,82";"M06";"V13";"C0202"
"V000210";"16-01-2024";"Magasin";"Livree";"P0021";"1";"0,00";"410,00";"410,00";"189,41";"M14";"V33";"C0199"
"V000211";"16-01-2024";"MAGASIN";"Annulee";"P0038";"1";"0,00";"230,00";"230,00";"119,32";"M17";"V42";"C0033"
"V000212";"16-01-2024";"magasin";"Livree";"P0011";"2";"0,00";"2300,00";"2300,00";"1343,94";"M21";"V51";"C0006"
"V000213";"16-01-2024";"Magasin";"livree";"P0056";"1";"0,00";"25,00";"25,00";"12,15";"M22";"V53";"C0045"
"V000214";"16-01-2024";"MAGASIN";"LIVREE";"P0003";"1";"0,00";"710,00";"710,00";"395,33";"M04";"V09";"C0086"
"V000215";"16-01-2024";"MAGASIN";"livree";"P0002";"2";"0,00";"1400,00";"1400,00";"705,52";"M10";"V22";"C0215"
"V000216";"16-01-2024";"Web";"Livree";"P0023";"2";"10,00";"1400,00";"1260,00";"809,14";"M08";"V16";"C0002"
"V000217";"16-01-2024";"Magasin";"Livree";"P0020";"1";"0,00";"385,00";"385,00";"217,97";"M05";"V11";"C0036"
"V000218";"17-01-2024";"magasin";"livree";"P0057";"1";"10,00";"20,00";"18,00";"10,89";"M01";"V03";"C0177"
"V000219";"17-01-2024";"Magasin";"Livree";"P0062";"3";"0,00";"390,00";"390,00";"198,39";"M01";"V02";"C0093"
"V000220";"17-01-2024";"MAGASIN";"LIVREE";"P0060";"1";"0,00";"40,00";"40,00";"20,46";"M09";"V18";"C0008"
"V000221";"17-01-2024";"WEB";"EnCours";"P0060";"1";"10,00";"40,00";"36,00";"20,46";"M07";"V15";"C0091"
"V000222";"17-01-2024";"Magasin";"Livree";"P0005";"2";"0,00";"650,00";"650,00";"297,42";"M22";"V53";"C0106"
"V000223";"17-01-2024";"Magasin";"livree";"P0052";"2";"0,00";"270,00";"270,00";"145,02";"M14";"V32";"C0017"
"V000224";"17-01-2024";"Magasin";"LIVREE";"P0017";"4";"5,00";"1800,00";"1710,00";"1027,32";"M20";"V50";"C0204"
"V000225";"17-01-2024";"Web";"livree";"P0055";"2";"5,00";"80,00";"76,00";"38,42";"M01";"V01";"C0097"
"V000226";"17-01-2024";"Magasin";"Livree";"P0053";"1";"10,00";"155,00";"139,50";"83,01";"M09";"V19";"C0019"
"V000227";"17-01-2024";"MAGASIN";"Livree";"P0020";"1";"0,00";"385,00";"385,00";"217,97";"M07";"V15";"C0195"
"V000228";"17-01-2024";"MAGASIN";"LIVREE";"P0051";"2";"5,00";"310,00";"294,50";"155,70";"M20";"V49";"C0088"
"V000229";"17-01-2024";"magasin";"Livree";"P0064";"1";"0,00";"70,00";"70,00";"35,86";"M14";"V32";"C0030"
"V000230";"17-01-2024";"MAGASIN";"Livree";"P0022";"2";"5,00";"860,00";"817,00";"411,40";"M21";"V52";"C0063"
"V000231";"18-01-2024";"magasin";"Livree";"P0061";"2";"0,00";"280,00";"280,00";"150,94";"M13";"V30";"C0159"
"V000232";"18-01-2024";"MAGASIN";"Annulee";"P0061";"3";"0,00";"420,00";"420,00";"226,41";"M11";"V24";"C0116"
"V000233";"18-01-2024";"Web";"Livree";"P0056";"2";"0,00";"50,00";"50,00";"24,30";"M25";"V59";"C0079"
"V000234";"18-01-2024";"Web";"Livree";"P0013";"2";"0,00";"1500,00";"1500,00";"676,36";"M17";"V42";"C0088"
"V000235";"18-01-2024";"MAGASIN";"Livree";"P0058";"1";"5,00";"65,00";"61,75";"31,31";"M04";"V09";"C0099"
"V000236";"18-01-2024";"Web";"LIVREE";"P0016";"2";"0,00";"770,00";"770,00";"357,48";"M15";"V36";"C0112"
"V000237";"18-01-2024";"MAGASIN";"Livree";"P0016";"1";"10,00";"385,00";"346,50";"178,74";"M08";"V16";"C0025"
"V000238";"18-01-2024";"Magasin";"Livree";"P0024";"1";"5,00";"770,00";"731,50";"465,89";"M10";"V22";"C0028"
"V000239";"18-01-2024";"MAGASIN";"Livree";"P0018";"1";"0,00";"865,00";"865,00";"441,11";"M22";"V54";"C0133"
"V000240";"18-01-2024";"MAGASIN";"LIVREE";"P0047";"1";"0,00";"1665,00";"1665,00";"1004,07";"M25";"V59";"C0185"
"V000241";"18-01-2024";"Magasin";"Livree";"P0063";"3";"0,00";"315,00";"315,00";"174,63";"M09";"V18";"C0214"
"V000242";"18-01-2024";"magasin";"Livree";"P0063";"1";"0,00";"105,00";"105,00";"58,21";"M25";"V60";"C0171"
"V000243";"18-01-2024";"Magasin";"LIVREE";"P0060";"1";"0,00";"40,00";"40,00";"20,46";"M23";"V55";"C0133"
"V000244";"18-01-2024";"Magasin";"livree";"P0016";"3";"0,00";"1155,00";"1155,00";"536,22";"M16";"V39";"C0103"
"V000245";"19-01-2024";"WEB";"Livree";"P0009";"1";"0,00";"505,00";"505,00";"297,17";"M11";"V24";"C0085"
"V000246";"19-01-2024";"Magasin";"Livree";"P0060";"2";"0,00";"80,00";"80,00";"40,92";"M11";"V25";"C0177"
"V000247";"19-01-2024";"Web";"Livree";"P0062";"1";"0,00";"130,00";"130,00";"66,13";"M08";"V16";"C0120"
"V000248";"19-01-2024";"Web";"LIVREE";"P0052";"2";"5,00";"270,00";"256,50";"145,02";"M05";"V10";"C0095"
"V000249";"19-01-2024";"Web";"EnCours";"P0019";"2";"10,00";"1070,00";"963,00";"614,96";"M19";"V46";"C0078"
"V000250";"19-01-2024";"Magasin";"LIVREE";"P0061";"1";"5,00";"140,00";"133,00";"75,47";"M06";"V12";"C0041"
"V000251";"19-01-2024";"Web";"Livree";"P0055";"2";"5,00";"80,00";"76,00";"38,42";"M16";"V38";"C0118"
"V000252";"19-01-2024";"web";"LIVREE";"P0062";"3";"10,00";"390,00";"351,00";"198,39";"M14";"V32";"C0033"
"V000253";"19-01-2024";"WEB";"livree";"P0022";"2";"0,00";"860,00";"860,00";"411,40";"M12";"V26";"C0218"
"V000254";"19-01-2024";"Magasin";"Livree";"P0010";"1";"0,00";"955,00";"955,00";"512,94";"M08";"V16";"C0005"
"V000255";"19-01-2024";"magasin";"Annulee";"P0011";"4";"5,00";"4600,00";"4370,00";"2687,88";"M02";"V05";"C0152"
"V000256";"19-01-2024";"Web";"livree";"P0029";"1";"0,00";"285,00";"285,00";"169,00";"M03";"V07";"C0054"
"V000257";"19-01-2024";"magasin";"Livree";"P0051";"3";"0,00";"465,00";"465,00";"233,55";"M09";"V19";"C0059"
"V000258";"19-01-2024";"WEB";"Livree";"P0055";"2";"0,00";"80,00";"80,00";"38,42";"M19";"V45";"C0049"
"V000259";"19-01-2024";"Magasin";"livree";"P0052";"1";"0,00";"135,00";"135,00";"72,51";"M25";"V60";"C0171"
"V000260";"19-01-2024";"Magasin";"LIVREE";"P0055";"1";"0,00";"40,00";"40,00";"19,21";"M07";"V15";"C0204"
"V000261";"19-01-2024";"Web";"LIVREE";"P0023";"2";"0,00";"1400,00";"1400,00";"809,14";"M09";"V18";"C0038"
"V000262";"19-01-2024";"Magasin";"Livree";"P0014";"1";"5,00";"635,00";"603,25";"333,47";"M02";"V05";"C0085"
"V000263";"19-01-2024";"Magasin";"LIVREE";"P0059";"4";"0,00";"160,00";"160,00";"76,92";"M18";"V43";"C0076"
"V000264";"19-01-2024";"Magasin";"Livree";"P0042";"2";"0,00";"4090,00";"4090,00";"2473,28";"M14";"V32";"C0210"
"V000265";"19-01-2024";"web";"LIVREE";"P0063";"2";"0,00";"210,00";"210,00";"116,42";"M23";"V56";"C0019"
"V000266";"19-01-2024";"WEB";"Livree";"P0023";"1";"5,00";"700,00";"665,00";"404,57";"M11";"V25";"C0078"
"V000267";"20-01-2024";"Magasin";"EnCours";"P0015";"1";"5,00";"550,00";"522,50";"305,75";"M10";"V22";"C0128"
"V000268";"20-01-2024";"Magasin";"LIVREE";"P0041";"2";"0,00";"4450,00";"4450,00";"2697,40";"M18";"V44";"C0072"
"V000269";"20-01-2024";"MAGASIN";"Annulee";"P0013";"1";"0,00";"750,00";"750,00";"338,18";"M23";"V55";"C0188"
"V000270";"20-01-2024";"Web";"Livree";"P0054";"1";"0,00";"160,00";"160,00";"77,44";"M24";"V57";"C0041"
"V000271";"20-01-2024";"Magasin";"livree";"P0023";"2";"5,00";"1400,00";"1330,00";"809,14";"M12";"V28";"C0135"
"V000272";"20-01-2024";"MAGASIN";"livree";"P0048";"1";"0,00";"1760,00";"1760,00";"945,76";"M03";"V07";"C0183"
"V000273";"20-01-2024";"magasin";"Livree";"P0057";"2";"0,00";"40,00";"40,00";"21,78";"M06";"V12";"C0059"
"V000274";"20-01-2024";"Magasin";"Livree";"P0012";"1";"5,00";"1010,00";"959,50";"588,54";"M04";"V09";"C0017"
"V000275";"20-01-2024";"MAGASIN";"Annulee";"P0027";"3";"10,00";"660,00";"594,00";"319,98";"M15";"V34";"C0194"
"V000276";"20-01-2024";"WEB";"Livree";"P0057";"1";"5,00";"20,00";"19,00";"10,89";"M20";"V49";"C0091"
"V000277";"20-01-2024";"Magasin";"LIVREE";"P0056";"1";"0,00";"25,00";"25,00";"12,15";"M10";"V20";"C0211"
"V000278";"20-01-2024";"Web";"Livree";"P0008";"1";"10,00";"495,00";"445,50";"243,76";"M05";"V10";"C0120"
"V000279";"20-01-2024";"Web";"Livree";"P0012";"1";"0,00";"1010,00";"1010,00";"588,54";"M07";"V14";"C0165"
"V000280";"20-01-2024";"magasin";"LIVREE";"P0058";"1";"0,00";"65,00";"65,00";"31,31";"M06";"V12";"C0028"
"V000281";"20-01-2024";"magasin";"LIVREE";"P0038";"2";"0,00";"460,00";"460,00";"238,64";"M08";"V17";"C0131"
"V000282";"21-01-2024";"Web";"Livree";"P0057";"2";"0,00";"40,00";"40,00";"21,78";"M03";"V07";"C0190"
"V000283";"21-01-2024";"Magasin";"Livree";"P0014";"3";"0,00";"1905,00";"1905,00";"1000,41";"M24";"V57";"C0091"
"V000284";"21-01-2024";"Magasin";"Livree";"P0058";"1";"5,00";"65,00";"61,75";"31,31";"M22";"V53";"C0031"
"V000285";"21-01-2024";"Magasin";"Livree";"P0002";"2";"0,00";"1400,00";"1400,00";"705,52";"M04";"V08";"C0212"
"V000286";"21-01-2024";"MAGASIN";"livree";"P0001";"1";"0,00";"1055,00";"1055,00";"627,64";"M24";"V57";"C0010"
"V000287";"21-01-2024";"WEB";"Livree";"P0020";"3";"0,00";"1155,00";"1155,00";"653,91";"M23";"V56";"C0077"
"V000288";"21-01-2024";"Web";"LIVREE";"P0052";"2";"10,00";"270,00";"243,00";"145,02";"M14";"V32";"C0014"
"V000289";"21-01-2024";"MAGASIN";"Livree";"P0003";"2";"0,00";"1420,00";"1420,00";"790,66";"M07";"V14";"C0197"
"V000290";"21-01-2024";"Web";"LIVREE";"P0031";"1";"5,00";"150,00";"142,50";"92,24";"M17";"V41";"C0030"
"V000291";"21-01-2024";"WEB";"Livree";"P0012";"1";"5,00";"1010,00";"959,50";"588,54";"M15";"V35";"C0207"
"V000292";"21-01-2024";"magasin";"Livree";"P0012";"1";"10,00";"1010,00";"909,00";"588,54";"M12";"V26";"C0133"
"V000293";"22-01-2024";"web";"LIVREE";"P0001";"1";"0,00";"1055,00";"1055,00";"627,64";"M23";"V55";"C0188"
"V000294";"22-01-2024";"Magasin";"Livree";"P0009";"2";"0,00";"1010,00";"1010,00";"594,34";"M19";"V47";"C0140"
"V000295";"22-01-2024";"Magasin";"livree";"P0060";"1";"0,00";"40,00";"40,00";"20,46";"M18";"V43";"C0215"
"V000296";"22-01-2024";"Web";"EnCours";"P0018";"2";"5,00";"1730,00";"1643,50";"882,22";"M16";"V39";"C0079"
"V000297";"22-01-2024";"Magasin";"Livree";"P0062";"2";"0,00";"260,00";"260,00";"132,26";"M22";"V53";"C0058"
"V000298";"22-01-2024";"WEB";"LIVREE";"P0008";"3";"0,00";"1485,00";"1485,00";"731,28";"M11";"V23";"C0091"
"V000299";"22-01-2024";"Magasin";"Livree";"P0064";"1";"0,00";"70,00";"70,00";"35,86";"M12";"V27";"C0028"
"V000300";"22-01-2024";"web";"LIVREE";"P0013";"2";"0,00";"1500,00";"1500,00";"676,36";"M02";"V05";"C0061"
"V000301";"22-01-2024";"Magasin";"livree";"P0017";"1";"10,00";"450,00";"405,00";"256,83";"M25";"V60";"C0173"
"V000302";"22-01-2024";"magasin";"EnCours";"P0010";"2";"0,00";"1910,00";"1910,00";"1025,88";"M18";"V43";"C0096"
"V000303";"22-01-2024";"magasin";"livree";"P0060";"1";"0,00";"40,00";"40,00";"20,46";"M07";"V15";"C0023"
"V000304";"22-01-2024";"Magasin";"Livree";"P0014";"1";"0,00";"635,00";"635,00";"333,47";"M16";"V38";"C0097"
"V000305";"22-01-2024";"magasin";"LIVREE";"P0021";"1";"5,00";"410,00";"389,50";"189,41";"M24";"V57";"C0105"
"V000306";"22-01-2024";"Magasin";"Livree";"P0005";"1";"0,00";"325,00";"325,00";"148,71";"M20";"V50";"C0078"
"V000307";"23-01-2024";"MAGASIN";"Livree";"P0063";"4";"5,00";"420,00";"399,00";"232,84";"M24";"V58";"C0192"
"V000308";"23-01-2024";"Magasin";"LIVREE";"P0045";"2";"0,00";"650,00";"650,00";"298,38";"M06";"V13";"C0148"
"V000309";"23-01-2024";"magasin";"livree";"P0020";"2";"0,00";"770,00";"770,00";"435,94";"M08";"V17";"C0173"
"V000310";"23-01-2024";"Magasin";"Annulee";"P0042";"1";"10,00";"2045,00";"1840,50";"1236,64";"M13";"V29";"C0186"
"V000311";"23-01-2024";"Magasin";"Annulee";"P0055";"3";"0,00";"120,00";"120,00";"57,63";"M08";"V16";"C0023"
"V000312";"23-01-2024";"MAGASIN";"Livree";"P0059";"1";"0,00";"40,00";"40,00";"19,23";"M18";"V44";"C0036"
"V000313";"23-01-2024";"MAGASIN";"Livree";"P0007";"1";"0,00";"955,00";"955,00";"443,15";"M22";"V54";"C0116"
"V000314";"23-01-2024";"Web";"Livree";"P0005";"3";"0,00";"975,00";"975,00";"446,13";"M12";"V26";"C0183"
"V000315";"24-01-2024";"Magasin";"livree";"P0047";"4";"0,00";"6660,00";"6660,00";"4016,28";"M22";"V54";"C0069"
"V000316";"24-01-2024";"Magasin";"LIVREE";"P0021";"3";"0,00";"1230,00";"1230,00";"568,23";"M13";"V30";"C0211"
"V000317";"24-01-2024";"WEB";"LIVREE";"P0009";"1";"0,00";"505,00";"505,00";"297,17";"M25";"V59";"C0194"
"V000318";"24-01-2024";"magasin";"Livree";"P0053";"2";"5,00";"310,00";"294,50";"166,02";"M25";"V59";"C0016"
"V000319";"24-01-2024";"Web";"LIVREE";"P0003";"1";"0,00";"710,00";"710,00";"395,33";"M05";"V11";"C0050"
"V000320";"24-01-2024";"WEB";"Livree";"P0011";"1";"5,00";"1150,00";"1092,50";"671,97";"M05";"V10";"C0111"
"V000321";"24-01-2024";"WEB";"encours";"P0052";"2";"0,00";"270,00";"270,00";"145,02";"M14";"V32";"C0177"
"V000322";"24-01-2024";"web";"Livree";"P0034";"1";"5,00";"200,00";"190,00";"118,44";"M04";"V08";"C0018"
"V000323";"24-01-2024";"WEB";"LIVREE";"P0024";"1";"0,00";"770,00";"770,00";"465,89";"M22";"V54";"C0052"
"V000324";"24-01-2024";"Magasin";"Livree";"P0060";"2";"0,00";"80,00";"80,00";"40,92";"M11";"V25";"C0093"
"V000325";"24-01-2024";"web";"Livree";"P0002";"1";"5,00";"700,00";"665,00";"352,76";"M04";"V09";"C0106"
"V000326";"24-01-2024";"Magasin";"LIVREE";"P0011";"1";"0,00";"1150,00";"1150,00";"671,97";"M20";"V48";"C0026"
"V000327";"24-01-2024";"Magasin";"LIVREE";"P0013";"2";"0,00";"1500,00";"1500,00";"676,36";"M23";"V56";"C0044"
"V000328";"24-01-2024";"Magasin";"Livree";"P0005";"1";"0,00";"325,00";"325,00";"148,71";"M08";"V17";"C0216"
"V000329";"24-01-2024";"Magasin";"Livree";"P0011";"2";"10,00";"2300,00";"2070,00";"1343,94";"M20";"V48";"C0205"
"V000330";"25-01-2024";"MAGASIN";"Livree";"P0051";"1";"5,00";"155,00";"147,25";"77,85";"M18";"V43";"C0203"
"V000331";"25-01-2024";"MAGASIN";"Livree";"P0063";"1";"0,00";"105,00";"105,00";"58,21";"M14";"V32";"C0031"
"V000332";"25-01-2024";"MAGASIN";"livree";"P0021";"1";"0,00";"410,00";"410,00";"189,41";"M23";"V55";"C0151"
"V000333";"25-01-2024";"MAGASIN";"Livree";"P0002";"1";"0,00";"700,00";"700,00";"352,76";"M13";"V31";"C0031"
"V000334";"25-01-2024";"Magasin";"livree";"P0046";"1";"10,00";"1035,00";"931,50";"615,36";"M23";"V56";"C0111"
"V000335";"25-01-2024";"Magasin";"Livree";"P0016";"2";"0,00";"770,00";"770,00";"357,48";"M09";"V19";"C0127"
"V000336";"25-01-2024";"Web";"livree";"P0021";"1";"10,00";"410,00";"369,00";"189,41";"M19";"V47";"C0175"
"V000337";"25-01-2024";"Web";"Livree";"P0018";"2";"0,00";"1730,00";"1730,00";"882,22";"M23";"V56";"C0131"
"V000338";"25-01-2024";"Web";"EnCours";"P0013";"1";"5,00";"750,00";"712,50";"338,18";"M09";"V18";"C0012"
"V000339";"25-01-2024";"magasin";"LIVREE";"P0063";"3";"5,00";"315,00";"299,25";"174,63";"M22";"V54";"C0153"
"V000340";"25-01-2024";"Magasin";"Livree";"P0019";"1";"0,00";"535,00";"535,00";"307,48";"M10";"V21";"C0053"
"V000341";"25-01-2024";"Magasin";"LIVREE";"P0033";"2";"0,00";"100,00";"100,00";"45,46";"M14";"V33";"C0079"
"V000342";"25-01-2024";"Magasin";"EnCours";"P0014";"2";"0,00";"1270,00";"1270,00";"666,94";"M14";"V32";"C0048"
"V000343";"25-01-2024";"Web";"livree";"P0063";"1";"0,00";"105,00";"105,00";"58,21";"M20";"V50";"C0065"
"V000344";"25-01-2024";"magasin";"LIVREE";"P0011";"2";"0,00";"2300,00";"2300,00";"1343,94";"M16";"V37";"C0096"
"V000345";"25-01-2024";"MAGASIN";"LIVREE";"P0056";"1";"0,00";"25,00";"25,00";"12,15";"M25";"V59";"C0076"
"V000346";"25-01-2024";"Magasin";"Livree";"P0018";"3";"5,00";"2595,00";"2465,25";"1323,33";"M05";"V10";"C0030"
"V000347";"25-01-2024";"magasin";"Livree";"P0011";"1";"0,00";"1150,00";"1150,00";"671,97";"M04";"V09";"C0136"
"V000348";"25-01-2024";"MAGASIN";"Annulee";"P0016";"2";"0,00";"770,00";"770,00";"357,48";"M23";"V56";"C0049"
"V000349";"26-01-2024";"WEB";"LIVREE";"P0062";"4";"10,00";"520,00";"468,00";"264,52";"M12";"V27";"C0039"
"V000350";"26-01-2024";"MAGASIN";"LIVREE";"P0007";"3";"5,00";"2865,00";"2721,75";"1329,45";"M20";"V49";"C0027"
"V000351";"26-01-2024";"MAGASIN";"Annulee";"P0012";"3";"0,00";"3030,00";"3030,00";"1765,62";"M12";"V27";"C0003"
"V000352";"26-01-2024";"WEB";"encours";"P0016";"1";"0,00";"385,00";"385,00";"178,74";"M24";"V58";"C0021"
"V000353";"26-01-2024";"magasin";"Annulee";"P0064";"1";"0,00";"70,00";"70,00";"35,86";"M07";"V14";"C0162"
"V000354";"26-01-2024";"Magasin";"Livree";"P0010";"1";"0,00";"955,00";"955,00";"512,94";"M14";"V33";"C0001"
"V000355";"26-01-2024";"magasin";"livree";"P0058";"1";"0,00";"65,00";"65,00";"31,31";"M11";"V23";"C0132"
"V000356";"26-01-2024";"Magasin";"Livree";"P0062";"1";"0,00";"130,00";"130,00";"66,13";"M02";"V05";"C0056"
"V000357";"26-01-2024";"magasin";"Livree";"P0060";"1";"0,00";"40,00";"40,00";"20,46";"M04";"V08";"C0129"
"V000358";"26-01-2024";"MAGASIN";"Livree";"P0016";"1";"0,00";"385,00";"385,00";"178,74";"M21";"V52";"C0090"
"V000359";"26-01-2024";"Magasin";"Livree";"P0037";"1";"0,00";"230,00";"230,00";"115,95";"M06";"V12";"C0022"
"V000360";"27-01-2024";"Magasin";"LIVREE";"P0014";"2";"10,00";"1270,00";"1143,00";"666,94";"M12";"V28";"C0010"
"V000361";"27-01-2024";"MAGASIN";"Livree";"P0007";"1";"0,00";"955,00";"955,00";"443,15";"M05";"V11";"C0026"
"V000362";"27-01-2024";"Magasin";"Livree";"P0049";"3";"0,00";"5310,00";"5310,00";"2394,21";"M12";"V27";"C0169"
"V000363";"27-01-2024";"MAGASIN";"LIVREE";"P0010";"2";"0,00";"1910,00";"1910,00";"1025,88";"M06";"V13";"C0198"
"V000364";"27-01-2024";"Magasin";"LIVREE";"P0033";"4";"5,00";"200,00";"190,00";"90,92";"M07";"V15";"C0010"
"V000365";"27-01-2024";"Magasin";"Livree";"P0045";"1";"0,00";"325,00";"325,00";"149,19";"M18";"V43";"C0035"
"V000366";"27-01-2024";"Magasin";"LIVREE";"P0051";"1";"0,00";"155,00";"155,00";"77,85";"M05";"V11";"C0002"
"V000367";"27-01-2024";"Magasin";"Livree";"P0004";"3";"5,00";"2880,00";"2736,00";"1685,61";"M09";"V18";"C0100"
"V000368";"27-01-2024";"magasin";"Livree";"P0040";"1";"0,00";"1910,00";"1910,00";"1038,92";"M06";"V12";"C0145"
"V000369";"27-01-2024";"Web";"Livree";"P0056";"1";"0,00";"25,00";"25,00";"12,15";"M03";"V07";"C0150"
"V000370";"28-01-2024";"magasin";"Livree";"P0023";"1";"5,00";"700,00";"665,00";"404,57";"M17";"V40";"C0213"
"V000371";"28-01-2024";"MAGASIN";"EnCours";"P0005";"1";"0,00";"325,00";"325,00";"148,71";"M09";"V19";"C0147"
"V000372";"28-01-2024";"MAGASIN";"livree";"P0008";"2";"0,00";"990,00";"990,00";"487,52";"M12";"V26";"C0074"
"V000373";"28-01-2024";"Web";"Livree";"P0003";"2";"0,00";"1420,00";"1420,00";"790,66";"M07";"V14";"C0126"
"V000374";"28-01-2024";"Magasin";"Livree";"P0005";"1";"0,00";"325,00";"325,00";"148,71";"M05";"V11";"C0067"
"V000375";"28-01-2024";"web";"Livree";"P0013";"1";"5,00";"750,00";"712,50";"338,18";"M22";"V53";"C0180"
"V000376";"28-01-2024";"magasin";"LIVREE";"P0010";"1";"0,00";"955,00";"955,00";"512,94";"M03";"V07";"C0156"
"V000377";"28-01-2024";"Magasin";"EnCours";"P0045";"1";"0,00";"325,00";"325,00";"149,19";"M07";"V14";"C0012"
"V000378";"28-01-2024";"MAGASIN";"Annulee";"P0063";"1";"5,00";"105,00";"99,75";"58,21";"M03";"V07";"C0068"
"V000379";"28-01-2024";"Magasin";"Livree";"P0010";"4";"0,00";"3820,00";"3820,00";"2051,76";"M14";"V33";"C0094"
"V000380";"28-01-2024";"magasin";"livree";"P0007";"1";"0,00";"955,00";"955,00";"443,15";"M07";"V14";"C0118"
"V000381";"28-01-2024";"WEB";"LIVREE";"P0012";"1";"0,00";"1010,00";"1010,00";"588,54";"M18";"V43";"C0060"
"V000382";"28-01-2024";"Magasin";"Livree";"P0064";"4";"0,00";"280,00";"280,00";"143,44";"M17";"V40";"C0004"
"V000383";"28-01-2024";"Magasin";"LIVREE";"P0012";"3";"0,00";"3030,00";"3030,00";"1765,62";"M17";"V41";"C0125"
"V000384";"28-01-2024";"Magasin";"Livree";"P0006";"2";"5,00";"2150,00";"2042,50";"1314,38";"M06";"V13";"C0191"
"V000385";"28-01-2024";"Magasin";"Livree";"P0010";"3";"0,00";"2865,00";"2865,00";"1538,82";"M05";"V10";"C0150"
"V000386";"28-01-2024";"Magasin";"Livree";"P0026";"1";"0,00";"275,00";"275,00";"137,45";"M11";"V25";"C0170"
"V000387";"28-01-2024";"Web";"Livree";"P0016";"2";"0,00";"770,00";"770,00";"357,48";"M19";"V46";"C0004"
"V000388";"28-01-2024";"WEB";"LIVREE";"P0012";"1";"0,00";"1010,00";"1010,00";"588,54";"M07";"V15";"C0118"
"V000389";"28-01-2024";"MAGASIN";"LIVREE";"P0006";"1";"0,00";"1075,00";"1075,00";"657,19";"M13";"V30";"C0109"
"V000390";"29-01-2024";"magasin";"Livree";"P0015";"2";"0,00";"1100,00";"1100,00";"611,50";"M17";"V41";"C0154"
"V000391";"29-01-2024";"Web";"livree";"P0017";"3";"0,00";"1350,00";"1350,00";"770,49";"M22";"V53";"C0175"
"V000392";"29-01-2024";"MAGASIN";"livree";"P0026";"1";"0,00";"275,00";"275,00";"137,45";"M13";"V30";"C0009"
"V000393";"29-01-2024";"magasin";"livree";"P0046";"2";"0,00";"2070,00";"2070,00";"1230,72";"M05";"V10";"C0173"
"V000394";"29-01-2024";"MAGASIN";"Livree";"P0064";"3";"0,00";"210,00";"210,00";"107,58";"M08";"V16";"C0006"
"V000395";"29-01-2024";"Magasin";"Livree";"P0017";"1";"0,00";"450,00";"450,00";"256,83";"M23";"V55";"C0035"
"V000396";"29-01-2024";"web";"LIVREE";"P0064";"2";"10,00";"140,00";"126,00";"71,72";"M21";"V52";"C0078"
"V000397";"29-01-2024";"Web";"Livree";"P0022";"3";"5,00";"1290,00";"1225,50";"617,10";"M06";"V13";"C0143"
"V000398";"29-01-2024";"Magasin";"LIVREE";"P0009";"2";"0,00";"1010,00";"1010,00";"594,34";"M25";"V60";"C0198"
"V000399";"29-01-2024";"Magasin";"Livree";"P0049";"1";"10,00";"1770,00";"1593,00";"798,07";"M21";"V52";"C0024"
"V000400";"29-01-2024";"Magasin";"Livree";"P0062";"3";"0,00";"390,00";"390,00";"198,39";"M17";"V42";"C0187"
"V000401";"29-01-2024";"MAGASIN";"Livree";"P0004";"1";"0,00";"960,00";"960,00";"561,87";"M15";"V35";"C0100"
"V000402";"30-01-2024";"Magasin";"encours";"P0017";"1";"0,00";"450,00";"450,00";"256,83";"M10";"V22";"C0187"
"V000403";"30-01-2024";"Web";"Livree";"P0017";"1";"5,00";"450,00";"427,50";"256,83";"M09";"V18";"C0073"
"V000404";"30-01-2024";"magasin";"LIVREE";"P0001";"2";"0,00";"2110,00";"2110,00";"1255,28";"M14";"V32";"C0031"
"V000405";"30-01-2024";"Magasin";"Livree";"P0007";"1";"0,00";"955,00";"955,00";"443,15";"M10";"V21";"C0202"
"V000406";"30-01-2024";"WEB";"LIVREE";"P0014";"1";"5,00";"635,00";"603,25";"333,47";"M03";"V06";"C0153"
"V000407";"30-01-2024";"MAGASIN";"Livree";"P0024";"2";"0,00";"1540,00";"1540,00";"931,78";"M24";"V58";"C0128"
"V000408";"30-01-2024";"magasin";"LIVREE";"P0058";"1";"5,00";"65,00";"61,75";"31,31";"M02";"V04";"C0125"
"V000409";"30-01-2024";"magasin";"Livree";"P0012";"2";"0,00";"2020,00";"2020,00";"1177,08";"M07";"V14";"C0005"
"V000410";"30-01-2024";"magasin";"livree";"P0049";"2";"0,00";"3540,00";"3540,00";"1596,14";"M17";"V42";"C0161"
"V000411";"30-01-2024";"Magasin";"Livree";"P0001";"3";"5,00";"3165,00";"3006,75";"1882,92";"M05";"V10";"C0061"
"V000412";"30-01-2024";"Web";"Annulee";"P0061";"1";"0,00";"140,00";"140,00";"75,47";"M19";"V47";"C0037"
"V000413";"30-01-2024";"MAGASIN";"LIVREE";"P0019";"1";"0,00";"535,00";"535,00";"307,48";"M15";"V35";"C0089"
